100	10.43
96	7.27
114	13.87
98	8.5
87	6.05
77	4.26
115	16.14
106	13.05
82	4.65
100	9.33
86	4.83
88	6.65
108	11.21
84	5.24
57	1.49
70	3.2
86	6.15
80	3.99
72	3.28
62	2.12
82	5.03
85	4.72
68	2.58
65	2.1
52	1.17
43	0.61
132	25.8
116	16.32
101	9.9
130	23.67
111	12.92
104	10.23
90	6.67
99	8.09
106	12.2
90	6.36
92	7.57
81	4.98
95	8.48
74	3.32
86	6.1
92	7.34
86	6.13
81	4.63
76	4.1
67	2.53
54	1.32
60	1.89
46	0.84
37	0.52
121	17.51
126	19.25
132	22.16
126	19.84
113	15.45
102	10.95
112	13.38
119	15.57
116	14.2
112	12.53
111	14.25
91	7.01
97	7.11
76	3.94
102	8.81
93	6.19
56	1.39
150	35.54
123	19.42
118	17.19
69	2.74
67	2.75
107	13.03
28	0.2
123	24.4
117	21.27
115	17.92
116	22.63
110	17.34
118	22.47
111	16.43
112	15.58
118	21.12
88	6.47
75	4.09
84	5.01
59	1.99
61	2.35
45	0.88
40	0.57
40	0.59
41	0.67
44	0.67
43	0.78
39	0.55
40	0.61
37	0.59
39	0.51
138	30.05
118	15.5
110	15.46
120	19.71
105	13.33
136	28.36
122	21.74
100	11.26
101	11.1
111	13.52
110	14.07
95	7.85
92	7.9
88	6.35
101	8.65
83	5.65
87	6.39
89	7.43
95	8.35
87	5.91
100	10.61
87	5.95
93	6.89
101	11.06
45	0.71
45	0.76
33	0.28
45	0.76
40	0.5
34	0.27
45	0.71
163	49.77
122	18.37
129	20.67
125	20.96
116	16.47
116	15.82
112	15.59
105	12.98
135	26.58
110	12.52
115	17.01
114	17.48
100	10.9
102	11.51
116	16.77
106	13.74
107	13.93
116	15.59
100	10.34
114	15.88
109	14.66
96	9.75
109	13.19
81	5.52
75	3.97
57	1.78
61	2.3
55	1.58
64	2.17
66	2.7
55	1.38
51	1.29
45	0.94
51	1.26
61	2.13
63	2.64
51	1.45
42	0.61
100	12.03
90	7.99
83	5.65
102	12.27
103	16.87
65	2.37
81	5.03
66	3.03
86	6.06
73	3.89
67	2.79
44	0.79
68	3.24
38	0.48
36	0.39
30	0.24
37	0.4
32	0.26
34	0.36
90	7.91
102	11.92
97	11.62
80	5.33
69	3.4
39	0.66
40	0.81
153	42.55
99	11.36
90	7
91	6.22
85	5.47
90	6.99
83	5.4
75	3.49
73	3.65
83	6.43
75	4.47
80	5.3
64	2.65
53	1.56
72	3.23
37	0.49
43	0.8
41	0.69
33	0.35
38	0.45
37	0.35
34	0.31
102	14.7
92	8.11
76	4.78
112	17.43
82	6.75
74	4.21
76	4.1
58	1.75
76	4.04
61	2
56	1.89
45	0.87
85	6.29
76	4.07
79	5.2
71	3.58
72	3.98
73	3.63
62	2.08
57	1.66
49	1.13
40	0.56
42	0.72
41	0.64
35	0.47
41	0.65
40	0.62
37	0.54
31	0.29
114	20.83
103	14.44
107	15.51
95	10.23
101	14.08
92	8.71
92	8.07
102	13.7
85	6.3
102	12.46
103	12.56
76	4.98
73	4.19
80	4.65
83	6.74
77	4.78
77	4.41
135	25.21
117	15.03
146	32.75
128	22.22
125	22.68
117	16.39
141	29.63
121	18.13
134	25.29
116	14.86
122	19.03
116	16.37
143	26.24
67	2.71
64	2.26
67	2.98
105	11.06
146	39.74
108	15.06
140	32.33
92	7.93
138	31.77
107	13.3
112	15.32
111	20.95
90	7.61
103	12.54
103	12.03
108	14.33
78	4.73
105	14.94
110	16.56
103	11.04
99	10.52
90	7.44
110	15.17
93	7.89
80	12.66
87	7.07
45	0.96
41	0.7
43	0.86
36	0.49
103	12.7
96	10.2
70	3.36
91	9.6
90	7.99
122	16.93
102	11.66
105	12.24
120	21.8
77	4.81
67	3.35
91	8.57
71	3.74
64	2.71
77	3.89
62	2.36
51	2.01
59	2.11
61	2.4
60	1.87
61	2.07
67	2.66
60	2.11
57	1.59
70	3.13
50	1.21
55	2.7
52	1.44
50	1.26
55	1.55
44	0.58
46	0.76
40	0.56
54	1.35
61	2.17
49	1.01
45	0.72
50	1.1
104	12.29
125	20.39
84	5.27
58	1.9
69	2.95
84	6.45
85	6.02
76	4.15
75	4.23
75	4.41
78	4.67
74	4.06
66	2.76
152	42
89	6.67
60	2.18
115	9
110	10
105	9
85	4
75	3
140	25
113	14
130	26
100	11
120	18
95	9
95	9
115	10
125	20
116	15
120	15
116	14
98	8
91	7
91	7
100	11
115	15
105	31
85	8
103	11
98	9
95	8
75	5
70	4
65	6
73	9
73	6
134	21.49
128	18.64
100	8.76
95	8.1
99	4.3
97	3.73
60	1.71
94	6.79
88	5.85
104	9.9
80	4.56
76	3.34
106	10.54
99	7.69
90	5.95
101	9.54
97	7.24
68	2.63
88	5.2
59	1.64
80	4.07
75	3.31
75	3.45
82	4.53
74	3.59
79	4.86
39	0.61
113	14.3
95	7.11
99	7.71
110	9.11
99	7.97
115	20.55
115	13.22
56	1.17
89	5.38
32	0.29
38	0.37
95	6.77
93	6.84
33	0.29
31	0.21
97	6.9
110	11.04
72	2.85
103	10.91
85	4.7
106	10.29
100	8.86
97	8.43
78	3.19
90	5.65
107	10.71
103	8.66
67	2.38
92	6.43
85	4.72
64	2.25
30	0.2
27	0.13
60	1.52
115	13.76
88	5.52
100	8.87
126	16.59
119	14.65
114	12.6
100	8.05
94	14.55
124	18.78
110	29.85
122	13.73
84	4.76
83	4.73
80	4.23
119	14.32
72	2.82
106	10.72
120	14.94
74	3.49
76	3.94
115	12.86
92	5.16
93	6.3
28	0.18
90	5.84
102	8.83
72	2.92
75	3.49
95	6.77
35	0.35
34	0.34
105	11.24
88	5.88
91	7.52
82	4.91
63	2.08
82	4.52
77	3.8
102	10.05
74	3.26
75	3.14
101	8.81
44	0.53
102	7.75
68	2.82
75	2.99
40	0.55
68	2.37
62	1.9
33	0.31
71	2.59
54	1.17
69	2.74
110	12.48
70	2.61
80	3.78
74	3.54
62	1.69
102	8.09
72	3.27
75	3.67
71	3
98	8.54
103	10.08
76	3.76
86	5.28
77	4.04
79	3.87
78	3.92
122	17.93
46	0.76
94	6.79
77	3.4
75	3.06
92	6.51
97	8.37
102	8.99
75	2.82
87	4.89
71	2.89
74	3.16
85	4.42
80	4.15
64	1.84
65	2.26
72	3.06
81	4.46
103	9.7
90	5.69
80	4.27
105	10.44
114	11.79
94	6.86
95	7.53
85	4.72
130	19.76
82	4.69
97	7.77
95	6.95
99	8.66
103	8.62
80	3.81
122	15.57
99	7.76
102	8.95
102	8.44
76	3.8
94	6.86
142	25.85
110	11.12
99	8.07
47	2.44
77	3.4
93	6.58
92	6.73
64	2.31
121	17.37
126	20.72
45	0.94
140	25.4
116	13.27
82	4.08
91	6.94
96	8.15
86	5.25
103	10.37
107	12.75
102	9.69
74	2.97
102	9.81
98	9.7
73	3.2
78	4.18
106	11.46
102	7.5
93	5.96
83	5.13
76	3.83
86	5.12
30	0.25
83	5.14
101	9
112	12.63
100	6.34
80	3.9
115	11.22
130	19.95
115	13.18
104	10.25
79	3.91
115	14.3
118	15.6
128	17.4
76	3.79
76	3.08
92	7.34
86	5.27
96	6.51
66	8.58
73	3.16
86	4.95
71	7.55
101	8.1
80	4.06
77	3.48
80	3.81
66	2.39
51	1.06
87	5.43
90	11.46
95	6.91
76	3.32
92	6.67
76	3.08
82	3.99
82	4.02
31	0.22
89	4.71
117	12
85	5
115	12.1
85	5.21
35	0.34
92	5.94
96	7.18
80	4.37
86	4.7
84	4.51
96	7.33
98	7.49
38	0.39
68	2.19
77	3.55
83	4.84
108	9.71
63	6.43
97	7.31
94	7.35
98	7.65
75	3.22
79	7.19
34	0.3
28	0.17
28	0.16
30	0.22
155	39.15
124	19.72
100	8.69
106	10.39
108	11.97
124	17.63
106	9.84
109	16.27
99	8.15
105	9.57
99	8.37
105	9.75
105	10.58
87	5.19
81	4.58
101	9.26
88	6.16
70	2.66
102	9.71
100	8.54
109	12.12
116	12.42
140	25.54
150	41.31
104	9.99
90	6.42
88	5.54
111	12.17
85	5.49
83	5.19
75	3.19
100	8.45
77	3.52
83	4.25
73	3.34
85	4.93
80	4.2
80	4.3
66	2.4
76	3.19
47	0.89
37	0.42
32	0.27
34	0.31
36	0.37
28	0.23
102	8.39
100	7.37
115	12.59
113	11.87
130	17.93
106	10.02
107	10.2
63	2.02
90	5.95
97	7.43
97	7.73
87	5.25
73	3.1
94	7.52
87	5.14
92	6.52
27	0.18
32	0.3
71	3.03
80	4.03
66	2.48
79	3.72
94	6.85
80	4.04
91	6.11
91	6.21
69	3.07
83	4.78
77	3.43
75	3.54
123	17.42
145	28.78
90	5.87
100	8.63
102	8.82
109	10.83
99	7.76
103	9.38
88	5.8
105	8.46
86	5.51
85	4.63
47	0.97
48	1.03
45	0.66
37	0.38
38	0.53
35	0.32
130	20.11
106	9.53
96	6.57
99	8.28
105	8.63
102	7.75
94	6.62
108	10.49
88	5.88
86	4.88
65	2.4
86	4.9
92	6.7
90	5.2
73	3.14
77	3.49
121	16.75
77	3.86
87	4.85
75	3.29
88	5.75
90	6.13
91	5.86
125	16.88
125	14.62
120	15.44
86	5.72
102	10.11
77	3.73
72	3.01
82	4.05
78	4.6
93	6.08
121	15.96
45	0.68
87	5.62
103	10.12
98	7.62
70	2.43
115	11.75
89	5.59
40	0.51
86	4.92
90	6.69
53	1.07
62	2.81
50	1.13
50	1.1
120	15.68
125	18.78
124	16.16
106	9.66
85	4.79
113	13.7
105	10.1
83	4.41
93	6.97
100	9.32
78	4.11
66	2.15
82	4.44
37	0.34
103	10.24
120	15.44
103	8.82
37	0.44
27	0.13
30	0.17
30	0.2
31	0.25
95	7.33
61	1.97
106	9.97
111	11.24
73	3.53
76	3.56
70	2.8
75	3.09
102	10.31
68	2.67
83	4.35
121	13.56
36	0.38
31	0.25
102	8.72
23	0.06
82	4.02
134	22.68
106	12.52
115	12.29
118	14.59
150	34.2
127	17.52
97	7.84
88	5.99
82	4.99
38	0.46
75	8.58
85	5.2
108	11.85
90	7.31
95	5.24
102	9.52
124	17.76
75	4.33
101	9.88
84	5.9
93	8.54
110	12.63
103	10.69
48	0.85
82	3.8
72	4
76	3.64
118	14.72
73	3.71
73	2.96
62	1.85
89	6.19
71	3.38
85	5.08
60	1.86
45	0.63
52	1.25
51	1.02
80	4.39
43	0.69
37	0.41
73	3.22
83	4.88
81	4.81
112	13.61
96	8.21
112	12.99
80	3.92
95	7.8
71	2.94
77	4
84	4.92
78	4.13
138	28.13
133	21.97
129	19.11
110	12.44
116	14.08
137	23.18
116	12.35
109	12.16
120	21.86
105	10.55
115	13.21
113	12.53
93	6.08
132	21.34
100	8.95
102	9.2
92	6.68
75	0.39
110	11.9
124	18.28
118	12.44
86	5.61
113	13.19
111	12.41
105	22.84
135	23.91
112	13.1
120	14.87
145	33.63
117	14.77
137	27.32
130	20.95
126	14.19
67	2.64
107	11.84
80	3.76
65	1.83
87	5.1
65	1.54
93	6.15
98	8.13
115	14.48
85	4.87
105	9.52
95	7.18
72	3.12
85	5.48
76	3.42
61	1.99
74	3.2
62	1.77
92	7.89
92	6.67
70	2.91
120	14.82
66	2.12
86	4.19
95	6.47
85	5.04
73	8.02
67	2.63
85	5.34
72	6.49
76	3.61
149	32.41
96	6.86
113	12.25
86	4.26
82	4.28
70	2.77
79	3.84
85	4.17
68	2.63
77	3.27
88	5.55
66	2.22
40	0.51
37	0.44
142	23.49
97	7.81
105	9.82
88	4.93
84	3.8
67	2.15
78	3.86
91	5.78
91	5.7
98	7.38
48	0.78
51	1.11
30	0.18
97	8.27
99	14.52
123	17.5
102	8.49
112	13.1
90	6.45
85	4.28
67	2.48
89	5.67
76	3.48
133	22.65
77	3.78
88	6.25
117	9.8
123	16.04
91	6.6
95	6.27
78	4.07
99	6.89
96	8.07
56	1.48
74	3.12
77	3.97
82	4.49
70	2.78
85	5.17
74	3.28
34	0.28
52	1.01
40	0.7
62	1.71
43	0.6
31	0.24
111	12.95
83	4.48
60	1.82
92	7.47
86	5.46
62	2.27
68	2.7
91	7.27
74	4.14
147	32.64
112	14.32
102	9.61
108	12.26
120	18.07
141	28.99
108	12.24
110	11.01
107	11.68
120	20.22
130	20.76
135	23.89
145	28.44
69	2.85
77	4.03
76	4.09
81	4.52
74	3.71
77	3.99
95	8.44
69	2.91
128	17.4
114	12.6
158	43.23
122	16.1
164	38.2
160	33.75
128	19.4
110	12.21
103	10.26
117	14.03
118	14.64
103	9.9
94	6.32
96	9.07
90	5.36
100	8.06
103	8.67
105	9.62
79	3.71
84	4.5
98	7.9
78	3.77
98	8.99
84	4.94
78	3.6
88	5.83
144	33.5
145	32.6
147	35.5
120	18.8
145	35.5
139	43.1
128	39.1
95	8.71
106	10.84
136	24.1
88	6.27
105	11.05
98	10.16
132	28.63
87	6.03
113	13.19
111	13.75
104	11.06
74	4.08
122	18.37
96	8.42
97	9.3
106	12.45
66	2.53
98	9.64
71	4.21
78	4.73
93	8.8
110	14.54
74	3.91
146	34.37
104	11.6
86	5.22
60	2.14
147	34.69
143	29.2
146	31.69
135	28.49
143	29.4
151	35.73
131	23.51
118	15.18
162	38.5
132	22.27
140	27.6
100	8.04
116	14.51
120	16.83
120	18.89
75	3.74
121	19.71
135	25.65
133	25.83
128	19.04
123	16.84
134	25.48
129	20.18
111	12.59
112	12.47
73	3.5
88	6.16
89	6.34
67	2.53
112	13.14
65	2.33
74	3.3
78	4.43
137	28.78
135	24.8
152	43.23
141	27.74
109	13.1
96	6.98
87	7.36
85	5.65
132	28.84
138	29.35
122	21.01
126	22.31
106	11.4
96	9.21
132	23.32
85	7.38
99	9.53
107	12.93
106	8.97
97	8.3
83	5.49
74	3.73
82	5.06
84	9.47
93	7.32
95	9.97
79	4.22
78	5.07
89	7.7
112	13.51
92	7.8
113	17.54
97	9.2
97	9.34
102	10.26
100	10.1
87	7.69
92	9.11
119	18.65
92	7.56
91	7.57
80	5.08
86	6.7
98	8.83
140	32.11
145	36.6
148	38.47
147	42.72
142	32.44
141	32.88
145	29.66
91	8.05
95	9.25
88	6.42
119	18.45
121	18.52
77	4.35
127	20.31
112	14.52
107	10.87
103	11.66
99	9.43
100	10.33
86	6.16
134	27.03
112	14.75
106	12.99
93	8.27
86	5.93
107	12.24
92	7.94
101	10.86
86	6.72
75	4.05
75	3.83
146	39.35
126	21.03
104	9.8
107	13.21
115	14.98
92	8.53
136	24.85
130	24.77
100	9.1
132	22.08
90	7.36
77	4.71
68	2.9
84	5.6
89	6.11
112	12.14
84	4.6
90	7.27
67	2.64
106	11.09
70	3.23
80	4.26
86	5.57
78	4.03
68	2.62
66	2.28
67	2.44
57	1.75
78	4.1
56	1.7
150	39.49
116	15.14
92	7.65
74	3.51
62	2.09
70	2.85
106	11.51
85	5.29
78	3.82
75	3.58
90	6.33
90	6.67
98	8.96
75	3.36
78	3.4
78	3.75
86	5.78
74	3.08
72	3.3
77	3.7
102	9.11
98	8.16
85	5.69
110	11.72
115	14.26
97	8.54
88	5.87
70	2.78
60	1.81
115	15.35
90	8.04
89	6.6
99	9.43
31	0.3
95	9.69
133	23.41
98	10.93
107	11.29
96	8.42
157	38.58
83	5.15
96	7.97
96	8.54
82	4.56
73	3.3
73	3.1
71	2.77
43	0.61
135	24.16
99	8.95
81	4.68
118	19.27
127	18.87
83	5.57
83	5.59
71	3.12
78	4.15
63	2.38
60	2.03
57	1.85
82	5.36
55	1.3
65	2.58
59	1.8
52	1.37
56	1.64
115	12.92
107	10.16
71	3.29
74	3.87
67	2.9
61	2.25
56	1.7
60	2
82	4.61
141	30.96
101	9.37
114	14.83
47	1.02
42	0.59
43	0.61
95	7.77
36	0.35
83	4.95
102	9.16
99	9.87
135	27.38
75	3.69
99	10.1
80	4.67
74	3.26
76	3.56
110	12.72
94	6.97
113	13.34
29	0.23
27	0.2
36	0.45
69	2.71
42	0.59
93	7.79
89	6.98
86	6.06
70	2.89
47	0.98
70	3.02
80	4.69
79	4.51
25	0.16
23	0.11
31	0.27
89	6.18
94	7.48
92	6.81
76	4.17
139	24.56
81	4.75
102	9.96
69	3.02
40	0.66
85	6.05
32	0.4
81	4.67
103	10.24
92	6.7
100	8.86
110	11.94
102	8.75
92	6.92
126	17.99
35	0.36
101	9.9
25	0.14
98	7.72
100	8.25
91	6.63
86	5.56
88	6.25
44	0.63
105	9.49
38	0.5
72	3.22
112	13.26
142	27.08
73	3.55
117	15.7
117	15.19
131	20.88
98	7.8
35	0.45
80	4.81
114	13.98
40	0.62
27	0.28
28	0.25
129	21.67
86	4.59
97	7.64
133	20.68
127	18
125	16.8
80	3.93
80	4.33
81	4.55
94	6.66
73	2.96
83	4.74
67	2.41
90	6.13
68	2.98
91	5.6
80	3.85
86	5.5
95	6.45
72	2.95
81	4.15
76	3.54
128	18.34
86	5.66
100	8.71
78	3.9
116	13.73
120	15.09
87	5.04
60	1.8
155	36.4
72	2.93
96	6.94
101	8.24
68	2.48
65	2.19
103	9.32
80	4.3
93	6.58
90	6.61
79	3.75
70	3.06
113	11.92
75	3.31
71	3.31
88	5.66
70	2.76
